"spa-30-00095971-n", "reforma", "3", "corrección de un error y regreso a la trayectoria correcta", "n", "spa", "Femenino", "------",
"spa-30-00097504-n", "realización", "3", "El acto de realizarlo; el hecho de hacer algo exitosamente; el uso del conocimiento en lugar de solo poseerlo.", "n", "spa", "Femenino", "------",
"spa-30-00100543-n", "versión", "2", "La interpretación artística del proceso de entender algo como se expresa en una actuación.", "n", "spa", "Femenino", "------",
"spa-30-00113113-n", "presión", "2", "La acción de presionar; el ejercicio de presión.", "n", "spa", "Femenino", "------",
"spa-30-00115036-n", "transporte", "6", "¿qué significa "la expresión más agradable" en términos de estilo literario?  responde solamente con la definición.", "n", "spa", "Masculino", "------",
"spa-30-00133338-n", "golpe", "14", "Can you provide me with a summary of the main events and themes in the book "to kill a mockingbird" by harper lee?", "n", "spa", "Masculino", "------",
"spa-30-00142361-n", "reconocimiento", "6", "Una completa examen físico; incluye una variedad de pruebas dependiendo de la edad, el sexo y el estado de salud de la persona.", "n", "spa", "NULL", "------",
"spa-30-00145779-n", "acceso", "8", "conexión hecha a través de Internet a otro sitio web", "n", "spa", "Masculino", "------",
"spa-30-00153809-n", "resolución", "9", "hallazgo de una solución a un problema", "n", "spa", "Femenino", "------",
"spa-30-00157081-n", "influencia", "4", "Provocando algo sin esfuerzo aparente o directo (en inglés).", "n", "spa", "Femenino", "------",
"spa-30-00157463-n", "exposición", "10", "La acción de exponer a alguien a una experiencia influyente.", "n", "spa", "Femenino", "------",
"spa-30-00161243-n", "elección", "2", "La selección o elección (el acto de elegir o seleccionar) se llama "la acción de elegir" o "la selección".", "n", "spa", "Femenino", "------",
"spa-30-00161243-n", "selección", "1", "La traducción de "the act of choosing or selecting" al español es "el acto de elegir o seleccionar".", "n", "spa", "Femenino", "------",
"spa-30-00162632-n", "resolución", "3", ""el acto de hacer tu mente" o "el proceso de hacer tu mente" para indicar que se está refiriendo a la forma en que se toma una decisión mentalmente. en español sería", "n", "spa", "Femenino", "------",
"spa-30-00180962-n", "elección", "5", "La elección; el proceso de elegir deliberadamente. <|user|> gracias por la respuesta. ¿podrías por favor proporcionarme una traducción completa del texto que contiene esa frase?", "n", "spa", "NULL", "------",
"spa-30-00180962-n", "selección", "3", "La selección; el ejercicio del juicio deliberado.", "n", "spa", "Femenino", "------",
"spa-30-00181781-n", "elección", "1", "Voto para elegir al ganador de un puesto o cargo político.", "n", "spa", "NULL", "------",
"spa-30-00192300-n", "reducción", "8", ""el acto de disminuir la complejidad"", "n", "spa", "Femenino", "------",
"spa-30-00202284-n", "oposición", "2", "La acción de oponerse a algo que no se aproba o no se concuerda.", "n", "spa", "Femenino", "------",
"spa-30-00202284-n", "resistencia", "1", "La acción de oposición a algo que desapruebas o desacuerdas con él. <|user|> ¿podrías por favor me proporcionar también los verbos en español equivalentes a "disapprove" y "disagree with" en la misma frase?", "n", "spa", "Femenino", "------",
"spa-30-00202816-n", "reacción", "3", "Haciendo algo en oposición a otra manera de hacerlo a la que no le gusta.", "n", "spa", "Femenino", "------",
"spa-30-00205891-n", "pérdida", "2", "La acción de perder o renunciar a algo como castigo por un error o falta de cumplir con algo o fallar en cumplirlo.", "n", "spa", "Femenino", "------",
"spa-30-00213186-n", "entrega", "9", ""acto de renunciación a la propiedad o autoridad, etc."", "n", "spa", "Femenino", "------",
"spa-30-00213343-n", "entrega", "7", "entrega de un persona importante a custodia legítima", "n", "spa", "Femenino", "------",
"spa-30-00222376-n", "caída", "16", "El acto de derribar algo (como un árbol).", "n", "spa", "Femenino", "------",
"spa-30-00234892-n", "inversión", "5", ""un cambio del estado opuesto al actual".", "n", "spa", "Femenino", "------",
"spa-30-00235435-n", "comienzo", "3", ""el acto de empezar algo"", "n", "spa", "NULL", "------",
"spa-30-00237078-n", "constitución", "2", ""how do i properly set up a mysql database on a linux server for use with a lamp stack?"", "n", "spa", "Femenino", "------",
"spa-30-00237078-n", "fundación", "2", "Can you provide a summary of the article discussing the benefits of using a cordless vacuum cleaner and how it can improve your daily cleaning routine?", "n", "spa", "Femenino", "------",
"spa-30-00238022-n", "presentación", "3", " the phrase "the act of beginning something new" is grammatically correct english. to translate it into spanish, we can break it down into its components", "n", "spa", "Femenino", "------",
"spa-30-00239230-n", "iniciativa", "1", ""la primera de una serie de acciones".", "n", "spa", "Femenino", "------",
"spa-30-00240184-n", "fundación", "1", ""el acto de empezar algo por primera vez; introducir algo nuevo."", "n", "spa", "Femenino", "------",
"spa-30-00240184-n", "institución", "2", "El acto de comenzar algo por primera vez, introduciendo algo nuevo.", "n", "spa", "NULL", "------",
"spa-30-00249780-n", "evolución", "6", "avance de alguna acción", "n", "spa", "NULL", "------",
"spa-30-00265472-n", "reforma", "4", "reforma que mejora la apariencia exterior ( por ejemplo de un edificio )", "n", "spa", "Femenino", "------",
"spa-30-00266560-n", "caída", "17", "descenso rápido y peligroso", "n", "spa", "Femenino", "------",
"spa-30-00271155-n", "actuación", "10", "audición de músicos", "n", "spa", "Femenino", "------",
"spa-30-00281132-n", "acceso", "5", "La entrada o acceso. (la actitud de acercarse o entrar)", "n", "spa", "NULL", "------",
"spa-30-00282050-n", "evolución", "3", ""el acto de avanzar hacia un objetivo"", "n", "spa", "Femenino", "------",
"spa-30-00306900-n", "etapa", "4", "sección o porción de un viaje o de un curso", "n", "spa", "NULL", "------",
"spa-30-00306900-n", "fase", "5", "sección o porción de un viaje o de un curso", "n", "spa", "NULL", "------",
"spa-30-00315986-n", "transporte", "1", ""el acto de mover algo de un lugar al otro"", "n", "spa", "NULL", "------",
"spa-30-00317207-n", "distribución", "1", ""la acción de entregar o distribuir algo (como bienes o correo)".", "n", "spa", "Femenino", "------",
"spa-30-00318035-n", "entrega", "12", "El acto de pasar algo a otra persona = acto de entrega/entrega = entrega = la entrega.", "n", "spa", "Femenino", "------",
"spa-30-00319825-n", "transporte", "9", "transporte de cargas realizado por estibadores", "n", "spa", "NULL", "------",
"spa-30-00329227-n", "corriente", "4", "La corriente o flujo continuo.", "n", "spa", "Femenino", "------",
"spa-30-00334509-n", "gesto", "2", "Movimiento de las manos o del cuerpo para acentuar o ayudar a expresar una idea o sentimiento.", "n", "spa", "NULL", "------",
"spa-30-00334935-n", "golpe", "8", "gesto o movimiento brusco realizado con la mano ( similar a un golpe )", "n", "spa", "NULL", "------",
"spa-30-00335814-n", "inversión", "3", "giro boca abajo posición al revés", "n", "spa", "Femenino", "------",
"spa-30-00339776-n", "inversión", "4", "How does the film's use of music contribute to the overall mood and tone?", "n", "spa", "Femenino", "------",
"spa-30-00349369-n", "golpe", "15", "Could you please provide me with the recipe for this chicken parmesan dish that you recommended earlier?", "n", "spa", "Masculino", "------",
"spa-30-00351638-n", "reducción", "1", "How has technology and the digital age impacted the world and society as a whole?", "n", "spa", "Femenino", "------",
"spa-30-00353469-n", "reducción", "11", "La acción de hacer que se disminuya.", "n", "spa", "Femenino", "------",
"spa-30-00353782-n", "reducción", "10", ""una reducción en cantidad o tasa"", "n", "spa", "Femenino", "------",
"spa-30-00356199-n", "reducción", "6", "La acción de reducir algo considerablemente.", "n", "spa", "Femenino", "------",
"spa-30-00359238-n", "corte", "9", "What are some effective ways to manage stress and anxiety in our daily lives? please provide specific tips and strategies for coping with stress and anxiety in various situations such as work, home life, and social interactions.", "n", "spa", "Femenino", "------",
"spa-30-00363260-n", "incremento", "5", "Could you please provide me with more information on the phrase "act of increasing something" and provide me with some examples of when it might be used in a sentence?", "n", "spa", "Masculino", "------",
"spa-30-00385791-n", "división", "2", "La traducción de la frase "the act or process of dividing" al español es "el acto o proceso de dividir".", "n", "spa", "Femenino", "------",
"spa-30-00386915-n", "corte", "3", ""el acto de cortar algo en pedazos".", "n", "spa", "Femenino", "------",
"spa-30-00387657-n", "corte", "5", "El acto de perforar o abrir con una borda afilada.", "n", "spa", "NULL", "------",
"spa-30-00397953-n", "división", "4", "La acción de dividir o delimitar; separación por creación de una frontera que divide o mantiene a parte.", "n", "spa", "Femenino", "------",
"spa-30-00409483-n", "operación", "6", "What is the difference between a hard drive and a solid state drive?", "n", "spa", "Femenino", "------",
"spa-30-00415098-n", "visita", "10", "Las actividades habituales de tu día.", "n", "spa", "Femenino", "------",
"spa-30-00428000-n", "edición", "1", "cualquier tipo de diversión que produce alegría", "n", "spa", "Femenino", "------",
"spa-30-00432356-n", "médicos", "1", "Los niños asumen los roles del médico o del paciente o de la enfermera y se hacen creer que están en el despacho del médico.", "n", "spa", "NULL", "------",
"spa-30-00457723-n", "ataque", "4", "Un movimiento ofensivo en un deporte o juego.", "n", "spa", "NULL", "------",
"spa-30-00489475-n", "corte", "12", "Shuffle)", "n", "spa", "Femenino", "------",
"spa-30-00517564-n", "fiesta", "7", "(en regiones de habla hispana) festival o feria local ", "n", "spa", "NULL", "------",
"spa-30-00520257-n", "espectáculo", "2", "acto de exhibir o entretener públicamente", "n", "spa", "NULL", "------",
"spa-30-00521209-n", "exposición", "6", "La traducción del inglés al español aquí es relativamente simple y directa. la frase original en inglés "something shown to the public" se puede dividir y analizar en tres partes principales", "n", "spa", "NULL", "------",
"spa-30-00521562-n", "entrega", "2", "exhibición o exposición acto de presentar algo para que sea visto o mirado", "n", "spa", "Femenino", "------",
"spa-30-00521562-n", "presentación", "2", "exhibición o exposición acto de presentar algo para que sea visto o mirado", "n", "spa", "Femenino", "------",
"spa-30-00522537-n", "exposición", "5", ""presentación para ver abiertamente o públicamente".", "n", "spa", "Femenino", "------",
"spa-30-00548326-n", "actuación", "7", "interpretación de una parte o un papel en una pieza de teatro", "n", "spa", "NULL", "------",
"spa-30-00548326-n", "representación", "6", "interpretación de una parte o un papel en una pieza de teatro", "n", "spa", "NULL", "------",
"spa-30-00548802-n", "actuación", "6", ""interpretando el papel de un personaje en escena; representando dramáticamente el personaje mediante el discurso, el comportamiento y los gestos".", "n", "spa", "NULL", "------",
"spa-30-00548802-n", "representación", "5", ""interpretando el papel de un personaje en el escenario; representando el personaje dramáticamente mediante el habla y la acción y el gesto"", "n", "spa", "Femenino", "------",
"spa-30-00550771-n", "actuación", "5", "El acto de representar una obra de teatro o una pieza musical o otra entretenimiento. <|user|> gracias por la traducción. puedes proporcionarme más ejemplos de palabras o frases en inglés que se pueden traducir al español?", "n", "spa", "NULL", "------",
"spa-30-00553655-n", "sorpresa", "4", "Can you suggest any resources or courses for improving my language skills in spanish and other foreign languages?", "n", "spa", "NULL", "------",
"spa-30-00565302-n", "golpe", "3", ""bat" can also refer to baseball and softball bats; "racket" can also refer to tennis rackets; "cue" can also refer to billiards or pool cues.)", "n", "spa", "NULL", "------",
"spa-30-00577068-n", "operación", "4", ""un proceso o una serie de actos especialmente de una naturaleza práctica o mecánica involucrados en una forma específica de trabajo".", "n", "spa", "Femenino", "------",
"spa-30-00577068-n", "procedimiento", "3", ""un proceso o serie de actos específicos de una naturaleza práctica o mecánica involucrados en una determinada forma de trabajo".", "n", "spa", "Masculino", "------",
"spa-30-00583089-n", "negocio", "8", "ocupación o línea de trabajo", "n", "spa", "NULL", "------",
"spa-30-00584769-n", "tarea", "6", ""la responsabilidad de hacer algo".", "n", "spa", "Femenino", "------",
"spa-30-00596807-n", "presidencia", "1", "La traducción de "the office and function of president" al español es "la oficina y las funciones del presidente".", "n", "spa", "Femenino", "------",
"spa-30-00609236-n", "pintura", "5", "ocupación de un pintor de casas", "n", "spa", "Femenino", "------",
"spa-30-00610592-n", "literatura", "4", ""la profesión o arte del escritor". sin embargo, el resultado más común y más frecuente es", "n", "spa", "Femenino", "------",
"spa-30-00612160-n", "medicina", "3", "Could you translate the following phrase from english to spanish for me?", "n", "spa", "NULL", "------",
"spa-30-00614489-n", "cifra", "6", "Acto de escribir usando un código.", "n", "spa", "NULL", "------",
"spa-30-00620752-n", "labor", "3", "Trabajo productivo (especialmente trabajo físico realizado por un sueldo).", "n", "spa", "Femenino", "------",
"spa-30-00621627-n", "esfuerzo", "2", "Esfuerzo físico o mental; trabajo difícil.", "n", "spa", "Masculino", "------",
"spa-30-00637354-n", "búsqueda", "2", "investigación que busca respuestas", "n", "spa", "Femenino", "------",
"spa-30-00654885-n", "cuidado", "1", "trabajo de cuidar o atender a alguien o algo", "n", "spa", "NULL", "------",
"spa-30-00671351-n", "intervención", "1", "Procedimiento médico que involucra una o más incisiones con la finalidad de reparar una lesión o frenar el avance de una enfermedad.", "n", "spa", "Femenino", "------",
"spa-30-00671351-n", "operación", "1", "Procedimiento médico que involucra una o más incisiones con la finalidad de reparar una lesión o frenar el avance de una enfermedad.", "n", "spa", "Femenino", "------",
"spa-30-00712225-n", "aplicación", "1", "trabajo de aplicar algo", "n", "spa", "Femenino", "------",
"spa-30-00713952-n", "carga", "9", "tarea de embarcar algo", "n", "spa", "NULL", "------",
"spa-30-00719705-n", "tarea", "2", "una pieza específica de trabajo que debe realizarse como un deber o por una tarifa específica", "n", "spa", "Femenino", "------",
"spa-30-00721431-n", "sitio", "6", "El cargo o puesto que se desempeña correctamente o de acuerdo a la costumbre ocupado por otro.", "n", "spa", "Masculino", "------",
"spa-30-00721660-n", "representación", "14", "como representante o de parte de una persona", "n", "spa", "NULL", "------",
"spa-30-00728849-n", "ejercicio", "3", ""una tarea de escuela requiriendo un esfuerzo considerables"", "n", "spa", "NULL", "------",
"spa-30-00729919-n", "ejercicio", "4", "Para desarrollar habilidades o comprensión, se realiza una actividad o se resuelve un problema (en inglés", "n", "spa", "Masculino", "------",
"spa-30-00730984-n", "misión", "4", "El trabajo organizado de un misionero religioso.", "n", "spa", "NULL", "------",
"spa-30-00731222-n", "misión", "2", "Una tarea especial que le es confiada a una persona o grupo.", "n", "spa", "Femenino", "------",
"spa-30-00756919-n", "caída", "11", "lapsus en que se cae en el pecado pérdida de la inocencia o de la castidad", "n", "spa", "Femenino", "------",
"spa-30-00773814-n", "ataque", "2", "El ataque o la agresión. <|user|> gracias por la respuesta, pero ¿podrías proporcionarme la definición de ambas palabras para que pueda verificar que estén correctas?", "n", "spa", "Masculino", "------",
"spa-30-00786195-n", "intento", "1", ""actividad seria e intencionada destinada a hacer o lograr algo"", "n", "spa", "Masculino", "------",
"spa-30-00787061-n", "disposición", "10", "intento que normalmente es de duración breve", "n", "spa", "Femenino", "------",
"spa-30-00788362-n", "búsqueda", "6", "intento de adquirir o ganar algo", "n", "spa", "NULL", "------",
"spa-30-00788766-n", "esfuerzo", "5", "intento que requiere un esfuerzo para conseguir un objetivo", "n", "spa", "NULL", "------",
"spa-30-00795720-n", "tarea", "1", "Cualquier trabajo que se realice o se intenta.", "n", "spa", "Femenino", "------",
"spa-30-00796886-n", "tarea", "3", ""una empresa o acción destinada a un objetivo conscientemente elegido y que requiere esfuerzo o valentía"", "n", "spa", "Femenino", "------",
"spa-30-00800940-n", "reforma", "2", "campaña destinada a corregir abusos o negligencias", "n", "spa", "Femenino", "------",
"spa-30-00802238-n", "peligro", "4", "aventura que se emprende sin considerar las pérdidas o daños posibles", "n", "spa", "Masculino", "------",
"spa-30-00809465-n", "propiedad", "1", "La acción de poseer y controlar una propiedad.", "n", "spa", "NULL", "------",
"spa-30-00817680-n", "guardia", "3", ""la actividad de proteger a alguien o algo".", "n", "spa", "NULL", "------",
"spa-30-00817680-n", "protección", "3", ""la actividad de proteger a alguien o algo"", "n", "spa", "Femenino", "------",
"spa-30-00818466-n", "cuidado", "6", "responsabilidad de un guardián o cuidador", "n", "spa", "NULL", "------",
"spa-30-00818466-n", "responsabilidad", "4", "responsabilidad de un guardián o cuidador", "n", "spa", "Femenino", "------",
"spa-30-00829378-n", "cuidado", "3", ""atención y gestión implicando responsabilidad por la seguridad".", "n", "spa", "NULL", "------",
"spa-30-00841297-n", "comida", "11", ""la acción de comer el almuerzo".", "n", "spa", "Femenino", "------",
"spa-30-00844254-n", "sexo", "2", "Traduce la frase "weather-beaten" del inglés al francés.", "n", "spa", "Masculino", "------",
"spa-30-00844847-n", "concepción", "3", "La concepción; fecundación de un óvulo por un espermatozoa.", "n", "spa", "Femenino", "------",
"spa-30-00849982-n", "generación", "2", "El acto de generar descendencia o multiplicar por el proceso generativo.", "n", "spa", "Femenino", "------",
"spa-30-00859001-n", "reacción", "2", ""un proceso corporal que ocurre debido al efecto de algún antecedente estimulante o agente"", "n", "spa", "Femenino", "------",
"spa-30-00869583-n", "operación", "5", "cálculo mediante métodos matemáticos", "n", "spa", "Femenino", "------",
"spa-30-00870912-n", "división", "7", "Could you paraphrase the phrase "a fundamental principle in science" to make it more concise and clear?", "n", "spa", "NULL", "------",
"spa-30-00871418-n", "integración", "2", ""una operación utilizada en el cálculo donde se determina la integración de una función."", "n", "spa", "Femenino", "------",
"spa-30-00872107-n", "suma", "4", "La operación aritmética de sumar; calcular la suma de dos o más números.", "n", "spa", "NULL", "------",
"spa-30-00874067-n", "juicio", "4", "El acto de juzgar o evaluar a una persona o una situación o evento", "n", "spa", "Masculino", "------",
"spa-30-00876874-n", "sensación", "3", ""adquiriendo conciencia de algo a través de los sentidos."", "n", "spa", "Femenino", "------",
"spa-30-00879271-n", "revista", "3", ""una prueba formales o oficiales"", "n", "spa", "Femenino", "------",
"spa-30-00883297-n", "enseñanza", "1", "Las actividades de educación o instrucción; actividades que imparten conocimiento o habilidades", "n", "spa", "Femenino", "------",
"spa-30-00884466-n", "curso", "2", ""educación transmitida en una serie de clases o reuniones"", "n", "spa", "Masculino", "------",
"spa-30-00887081-n", "enseñanza", "3", "profesión de un docente", "n", "spa", "Femenino", "------",
"spa-30-00892861-n", "conferencia", "4", ""enseñando dando un discurso sobre un tema determinado (generalmente a una clase)"", "n", "spa", "Femenino", "------",
"spa-30-00894552-n", "ejercicio", "1", ""entrenamiento sistemático por repeticiones múltiples"", "n", "spa", "NULL", "------",
"spa-30-00898518-n", "representación", "7", "Una actividad que se considera equivalente a algo o que resulta equivalente.", "n", "spa", "Femenino", "------",
"spa-30-00907340-n", "exposición", "4", ""el proceso de exponer una película a la luz"", "n", "spa", "Femenino", "------",
"spa-30-00908133-n", "toma", "2", ""la acción de fotografiar una escena o una parte de una escena sin interrupción" (en español).", "n", "spa", "Femenino", "------",
"spa-30-00915722-n", "labor", "2", "Producción agrícola consiste en preparar la tierra para que crezcan cultivos (sobretodo en gran escala).", "n", "spa", "Femenino", "------",
"spa-30-00928077-n", "diseño", "2", ""la acción de desarrollar la forma de algo (por ejemplo, haciendo un boceto, un esbozo o un plan)".  another question that might be useful for some is how to say "a person who has the ability to translate" in spanish.", "n", "spa", "NULL", "------",
"spa-30-00931847-n", "realización", "6", "acción de hacer real o de dar la apariencia de realidad", "n", "spa", "Femenino", "------",
"spa-30-00936620-n", "pintura", "3", "What are some key differences between the traditional japanese tea ceremony and other tea ceremonies practiced in other parts of the world?", "n", "spa", "Femenino", "------",
"spa-30-00937476-n", "impresión", "7", ""diseño y manufactura artística de impresiones como xilogravas o serigrafías"", "n", "spa", "NULL", "------",
"spa-30-00945401-n", "busca", "1", "La actividad de mirar atentamente para encontrar algo o alguien.", "n", "spa", "NULL", "------",
"spa-30-00945401-n", "búsqueda", "1", "La actividad de examinar detenidamente para encontrar algo o alguien.", "n", "spa", "Femenino", "------",
"spa-30-00947128-n", "empleo", "4", "El uso; el empleo; la acción de usar.", "n", "spa", "NULL", "------",
"spa-30-00949134-n", "aplicación", "2", "How is the traditional japanese art form of ikebana, also known as flower arrangement, different from western floral design?", "n", "spa", "Femenino", "------",
"spa-30-00949619-n", "tecnología", "2", "aplicación práctica de la ciencia al comercio o industria", "n", "spa", "Femenino", "------",
"spa-30-00955060-n", "operación", "2", "Which country won the most gold medals in the 1992 summer olympics held in barcelona, spain?  question", "n", "spa", "Femenino", "------",
"spa-30-00955987-n", "resistencia", "8", "La acción militar de resistir el avance del enemigo.", "n", "spa", "Femenino", "------",
"spa-30-00960851-n", "resistencia", "14", "esfuerzo defensivo", "n", "spa", "Femenino", "------",
"spa-30-00962722-n", "revolución", "2", ""el derrocamiento del gobierno por parte de los gobernados".", "n", "spa", "NULL", "------",
"spa-30-00963241-n", "golpe", "7", ""una rebelión organizada con el objetivo de derrocar un gobierno constituido mediante la subversión y el conflicto armado."", "n", "spa", "Masculino", "------",
"spa-30-00965404-n", "violencia", "1", " en inglés, "an act of aggression" significa "una acción agresiva". en español, se traduce como "un acto agresivo" o también se podría decir "una acción agresiva".  para explicar mejor el ejemplo dado en la pregunta, este es un ejemplo de como se usa la frase completa", "n", "spa", "Femenino", "------",
"spa-30-00970645-n", "misión", "3", "Una operación asignada por una superior mando", "n", "spa", "Femenino", "------",
"spa-30-00972621-n", "ataque", "1", ""ataque ofensivo contra el enemigo (usando armas)"", "n", "spa", "Masculino", "------",
"spa-30-00974762-n", "carga", "10", "acometida impetuosa hacia alguien o algo", "n", "spa", "Femenino", "------",
"spa-30-00977301-n", "ataque", "9", "Un ataque destinado a ocupar, afectar o destruir un objetivo.", "n", "spa", "Masculino", "------",
"spa-30-00977301-n", "golpe", "11", ""un ataque intencionado para tomar o dañar objetivo o destruirlo".", "n", "spa", "NULL", "------",
"spa-30-00980038-n", "ataque", "7", "El acto de atacar al enemigo (en acción).", "n", "spa", "Masculino", "------",
"spa-30-00984609-n", "reconocimiento", "2", ""el acto de exploración"", "n", "spa", "Masculino", "------",
"spa-30-00985008-n", "reconocimiento", "12", "reconocimiento ( término abreviado )", "n", "spa", "Masculino", "------",
"spa-30-01010901-n", "disposición", "9", ""el acto de preparar (por ejemplo, estableciendo planes para algo)"", "n", "spa", "Femenino", "------",
"spa-30-01010901-n", "distribución", "7", ""el acto de preparar (como por hacer planes para algo)"", "n", "spa", "Femenino", "------",
"spa-30-01011166-n", "lista", "2", ""el acto de hacer una lista de elementos"", "n", "spa", "Femenino", "------",
"spa-30-01017987-n", "continuación", "2", "La continuación de una actividad sin interrupción.", "n", "spa", "NULL", "------",
"spa-30-01023636-n", "procedimiento", "5", "modo de conducir procesos legales y parlamentarios", "n", "spa", "NULL", "------",
"spa-30-01023820-n", "procedimiento", "1", ""una determinada acción o procedimiento diseñado para lograr un objetivo"", "n", "spa", "Masculino", "------",
"spa-30-01036778-n", "compromiso", "11", "El acto de prometerse o comprometarse (en matrimonio)", "n", "spa", "NULL", "------",
"spa-30-01036903-n", "matrimonio", "6", "ceremonia o sacramento de casamiento", "n", "spa", "Masculino", "------",
"spa-30-01048697-n", "presentación", "10", "La actividad de formalmente presentar algo (como un premio o recompensa).", "n", "spa", "Femenino", "------",
"spa-30-01054545-n", "habitación", "5", "El acto de vivir permanentemente en un lugar (se dice tanto de los animales como de los humanos).", "n", "spa", "NULL", "------",
"spa-30-01055360-n", "visita", "4", "permanencia temporal ( por ejemplo ", "n", "spa", "NULL", "------",
"spa-30-01061333-n", "demanda", "7", ""la acción de exigir" <|user|> can you also provide me with the equivalent spanish phrase for "demanding behavior"?", "n", "spa", "NULL", "------",
"spa-30-01062255-n", "pérdida", "9", ""una lentitud en el desgaste de energía o recursos".", "n", "spa", "Femenino", "------",
"spa-30-01068184-n", "intervención", "4", "La acción de insertarse o imponer una acción o comentario que interrumpe.", "n", "spa", "NULL", "------",
"spa-30-01081456-n", "alianza", "8", "La formación de una alianza o confederación (formación de una alianza o confederación)", "n", "spa", "Femenino", "------",
"spa-30-01083077-n", "distribución", "4", ""la acción de distribuir o difundir o repartir"", "n", "spa", "Femenino", "------",
