"spa-30-00403092-n", "mal", "4", "La acción de dañar algo o alguien.", "n", "spa", "NULL", "------",
"spa-30-00407535-n", "actividad", "2", "Cualquier comportamiento específico.", "n", "spa", "Femenino", "------",
"spa-30-00410247-n", "práctica", "1", "De manera habitual en la operación o comportamiento.", "n", "spa", "Femenino", "------",
"spa-30-00411048-n", "práctica", "4", "Traducir una idea en acción.", "n", "spa", "Femenino", "------",
"spa-30-00413239-n", "uso", "2", "Práctica aceptada o habitual.", "n", "spa", "Masculino", "------",
"spa-30-00415226-n", "manera", "5", "Práctica característica o habitual.", "n", "spa", "Femenino", "------",
"spa-30-00415676-n", "camino", "5", "Manera de comportarse.", "n", "spa", "NULL", "------",
"spa-30-00415676-n", "vida", "2", "Manera de comportarse.", "n", "spa", "Femenino", "------",
"spa-30-00415676-n", "vía", "4", "Manera de comportarse.", "n", "spa", "NULL", "------",
"spa-30-00430140-n", "juego", "4", "La acción de jugar por apuestas con la esperanza de ganar (incluyendo el pago de una tarifa para obtener la oportunidad de ganar un premio).", "n", "spa", "Masculino", "------",
"spa-30-00430606-n", "juego", "2", "Diversión o pasatiempo.", "n", "spa", "Masculino", "------",
"spa-30-00440039-n", "carrera", "10", "La acción de participar en un evento deportivo que implica correr en una pista.", "n", "spa", "Femenino", "------",
"spa-30-00446493-n", "lucha", "9", "Partido de boxeo.", "n", "spa", "Femenino", "------",
"spa-30-00447540-n", "lucha", "4", "El deporte de la lucha mano a mano sin armas entre los contendientes que intentan derribarse mutuamente.", "n", "spa", "Femenino", "------",
"spa-30-00455599-n", "juego", "1", "Un concurso con reglas que determinan un ganador.", "n", "spa", "Masculino", "------",
"spa-30-00456199-n", "juego", "3", "Una sola jugada de un deporte o otro concurso.", "n", "spa", "NULL", "------",
"spa-30-00457228-n", "entrada", "12", "La vuelta de bateo de un jugador o equipo de críquet.", "n", "spa", "Femenino", "------",
"spa-30-00468480-n", "fútbol", "1", "Cualquiera de varios juegos que se juegan con una pelota (redonda o elíptica), en los que dos equipos intentan lanzar, transportar o empujar la pelota hacia el golpeador del otro equipo.", "n", "spa", "NULL", "------",
"spa-30-00478262-n", "fútbol", "2", "A un partido de fútbol en el que dos equipos de once jugadores intentan anotar goles al equipo contrario al gol de sus rivales.", "n", "spa", "NULL", "------",
"spa-30-00520257-n", "muestra", "2", "Acto de exhibir o entretener públicamente.", "n", "spa", "Femenino", "------",
"spa-30-00521085-n", "muestra", "11", "A visible display se traduce como una exhibición visible.", "n", "spa", "Femenino", "------",
"spa-30-00543233-n", "música", "2", "Actividad musical (cantar o silbar, por ejemplo).", "n", "spa", "Femenino", "------",
"spa-30-00546389-n", "son", "3", "Acto de cantar.", "n", "spa", "NULL", "------",
"spa-30-00551407-n", "programa", "13", "Entretenimiento ofrecido durante una presentación pública.", "n", "spa", "Masculino", "------",
"spa-30-00555138-n", "movimiento", "10", "Movimiento rápido y enérgico.", "n", "spa", "NULL", "------",
"spa-30-00556992-n", "figura", "15", "Un conjunto preestablecido de movimientos en la danza o el patinaje.", "n", "spa", "Femenino", "------",
"spa-30-00568430-n", "servicio", "8", "Un golpe que pone la pelota en juego.", "n", "spa", "Masculino", "------",
"spa-30-00575741-n", "trabajo", "8", "Actividad orientada a hacer o hacer algo.", "n", "spa", "Masculino", "------",
"spa-30-00576877-n", "trabajo", "11", "Realización de una tarea.", "n", "spa", "Masculino", "------",
"spa-30-00577525-n", "servicio", "1", "Trabajo realizado por una persona o grupo que beneficia a otra.", "n", "spa", "Masculino", "------",
"spa-30-00581241-n", "trabajo", "13", "Trabajo que se espera que una persona haga en un tiempo específico.", "n", "spa", "Masculino", "------",
"spa-30-00584367-n", "trabajo", "4", "La ocupación por la que eres pagado.", "n", "spa", "NULL", "------",
"spa-30-00584769-n", "cargo", "7", "La responsabilidad de hacer algo.", "n", "spa", "Masculino", "------",
"spa-30-00584769-n", "trabajo", "12", "La responsabilidad de hacer algo.", "n", "spa", "Masculino", "------",
"spa-30-00584891-n", "servicio", "3", "Empleo o trabajo para otra persona.", "n", "spa", "Masculino", "------",
"spa-30-00585174-n", "servicios", "1", "Realización de tareas o proporcionamiento de espacio y equipo útiles para otros.", "n", "spa", "NULL", "------",
"spa-30-00585810-n", "ministro", "3", "El trabajo del jefe de un departamento gubernamental.", "n", "spa", "Masculino", "------",
"spa-30-00586262-n", "cargo", "1", "Un trabajo en una organización.", "n", "spa", "Masculino", "------",
"spa-30-00586262-n", "posición", "1", "Un trabajo en una organización.", "n", "spa", "NULL", "------",
"spa-30-00586262-n", "puesto", "1", "Un trabajo en una organización.", "n", "spa", "NULL", "------",
"spa-30-00591858-n", "dirección", "15", "La posición de un director de una empresa.", "n", "spa", "Femenino", "------",
"spa-30-00597629-n", "dirección", "18", "Cargo de director.", "n", "spa", "Femenino", "------",
"spa-30-00604523-n", "administración", "8", "La posición de mayordomo.", "n", "spa", "Femenino", "------",
"spa-30-00611143-n", "derecho", "4", "La profesión aprendida por el estudio de posgrado en una escuela de derecho y responsable del sistema judicial.", "n", "spa", "NULL", "------",
"spa-30-00611433-n", "educación", "5", "Profesión de enseñar ( sobre todo en una escuela.", "n", "spa", "Femenino", "------",
"spa-30-00611972-n", "política", "5", "La profesión dedicada a gobernar y a los asuntos políticos.", "n", "spa", "Femenino", "------",
"spa-30-00620752-n", "trabajo", "5", "Trabajo productivo (en particular, trabajo físico realizado a cambio de salario).", "n", "spa", "NULL", "------",
"spa-30-00622068-n", "lucha", "7", "Esfuerzo agotador.", "n", "spa", "Femenino", "------",
"spa-30-00623862-n", "problema", "9", "Un esfuerzo que es incomodo.", "n", "spa", "Masculino", "------",
"spa-30-00631378-n", "práctica", "3", "Ejercicio de una profesión.", "n", "spa", "Femenino", "------",
"spa-30-00633864-n", "investigación", "3", "Trabajo de indagar sobre algo minuciosa y sistemáticamente.", "n", "spa", "Femenino", "------",
"spa-30-00634276-n", "análisis", "2", "Investigación de las partes componentes de un conjunto y de sus vínculos en la composición del todo.", "n", "spa", "Masculino", "------",
"spa-30-00634586-n", "cuenta", "6", "El acto de contar; recitando los números en orden creciente.", "n", "spa", "Femenino", "------",
"spa-30-00635850-n", "análisis", "1", "El acto de observar algo con atención detallada (por ejemplo, para detectar errores).", "n", "spa", "Masculino", "------",
"spa-30-00636461-n", "prueba", "9", "El acto de dar a los estudiantes o candidatos un examen (mediante preguntas) para determinar lo que conocen o han aprendido.", "n", "spa", "Femenino", "------",
"spa-30-00636728-n", "investigación", "7", "Una investigación sistemática sobre un asunto de interés público.", "n", "spa", "Femenino", "------",
"spa-30-00636921-n", "investigación", "1", "Investigación sistemática para establecer los hechos.", "n", "spa", "Femenino", "------",
"spa-30-00644503-n", "estudio", "2", "Una inspección crítica detallada.", "n", "spa", "NULL", "------",
"spa-30-00654885-n", "atención", "1", "Trabajo de cuidar o atender a alguien o algo.", "n", "spa", "Femenino", "------",
"spa-30-00654885-n", "ayuda", "1", "Trabajo de cuidar o atender a alguien o algo.", "n", "spa", "NULL", "------",
"spa-30-00658082-n", "tratamiento", "1", "El cuidado proporcionado para mejorar una situación (en particular, las procedimientos médicos o las aplicaciones destinadas a aliviar la enfermedad o la lesión).", "n", "spa", "Masculino", "------",
"spa-30-00694681-n", "justicia", "3", "Un juicio implicado en la determinación de los derechos y la asignación de compensaciones y castigos.", "n", "spa", "NULL", "------",
"spa-30-00694866-n", "administración", "12", "El acto de impartir justicia conforme a la ley.", "n", "spa", "Femenino", "------",
"spa-30-00694866-n", "justicia", "4", "El acto de impartir justicia conforme a la ley.", "n", "spa", "Femenino", "------",
"spa-30-00712225-n", "mano", "3", "Trabajo de aplicar algo.", "n", "spa", "Femenino", "------",
"spa-30-00719705-n", "trabajo", "3", "Una pieza específica de trabajo que debe realizarse como un deber o por una tarifa específica.", "n", "spa", "Masculino", "------",
"spa-30-00720565-n", "función", "4", "Las acciones y actividades asignadas o requeridas o esperadas a una persona o grupo.", "n", "spa", "Femenino", "------",
"spa-30-00720565-n", "papel", "4", "Las acciones y actividades asignadas o requeridas o esperadas a una persona o grupo.", "n", "spa", "NULL", "------",
"spa-30-00721431-n", "lugar", "12", "El cargo o puesto que se ocupa o desempeña habitualmente otra persona.", "n", "spa", "Masculino", "------",
"spa-30-00721431-n", "posición", "9", "El cargo o puesto que se ocupa o desempeña normalmente por otra persona.", "n", "spa", "Femenino", "------",
"spa-30-00721431-n", "puesto", "4", "El cargo o puesto que se ocupa o desempeña normalmente por otra persona.", "n", "spa", "Masculino", "------",
"spa-30-00722479-n", "posición", "7", "(en los deportes de equipo) el papel asignado a un jugador individual.", "n", "spa", "Femenino", "------",
"spa-30-00725673-n", "defensa", "14", "A posición en un equipo de baloncesto.", "n", "spa", "Femenino", "------",
"spa-30-00728464-n", "centro", "9", "La posición en un equipo de hockey del jugador que participa en el enfrentamiento al principio del juego.", "n", "spa", "NULL", "------",
"spa-30-00728849-n", "proyecto", "5", "Una tarea escolar que requiere un gran esfuerzo.", "n", "spa", "Masculino", "------",
"spa-30-00728849-n", "trabajo", "10", "Una tarea escolar que requiere un gran esfuerzo.", "n", "spa", "Masculino", "------",
"spa-30-00735936-n", "falta", "4", "Conducta impropiamente o inmoralmente o deshonrada.", "n", "spa", "Femenino", "------",
"spa-30-00752954-n", "arte", "5", "El uso de trucos para engañar a alguien (generalmente con el fin de extorsionarlos).", "n", "spa", "Masculino", "------",
"spa-30-00770270-n", "falta", "6", "Un delito menos grave que un delito mayor.", "n", "spa", "Femenino", "------",
"spa-30-00773235-n", "comisión", "4", "Acción de cometer un crimen.", "n", "spa", "Femenino", "------",
"spa-30-00785959-n", "prueba", "14", "Una empresa o iniciativa en algo nuevo o diferente.", "n", "spa", "Femenino", "------",
"spa-30-00787061-n", "prueba", "19", "Intento que normalmente es de duración breve.", "n", "spa", "NULL", "------",
"spa-30-00787061-n", "vuelta", "16", "Intento que normalmente es de duración breve.", "n", "spa", "Femenino", "------",
"spa-30-00787465-n", "participación", "6", "La parte que juega una persona en conseguir un resultado.", "n", "spa", "Femenino", "------",
"spa-30-00788973-n", "lucha", "5", "Enérgico intento de conseguir algo.", "n", "spa", "Femenino", "------",
"spa-30-00791078-n", "prueba", "8", "El acto de probar algo.", "n", "spa", "Femenino", "------",
"spa-30-00794367-n", "prueba", "15", "El acto de someterse a pruebas.", "n", "spa", "Femenino", "------",
"spa-30-00794614-n", "prueba", "12", "Examen para comprobar la idoneidad de un artista.", "n", "spa", "Femenino", "------",
"spa-30-00795008-n", "prueba", "18", "Poniendo ropa para ver si caben.", "n", "spa", "Femenino", "------",
"spa-30-00795720-n", "empresa", "3", "Cualquier trabajo que se realice o se intenta.", "n", "spa", "Femenino", "------",
"spa-30-00795720-n", "proyecto", "1", "Cualquier pieza de trabajo que se realice o se intenta.", "n", "spa", "Masculino", "------",
"spa-30-00796886-n", "empresa", "5", "Una empresa o esfuerzo consciente y decidido (en particular, uno que requiere esfuerzo o valentía).", "n", "spa", "Femenino", "------",
"spa-30-00798245-n", "campaña", "2", "Una serie de acciones que avanzan un principio o tienden hacia un fin determinado.", "n", "spa", "Femenino", "------",
"spa-30-00798245-n", "movimiento", "5", "Una serie de acciones que avanzan un principio o tienden hacia un fin específico.", "n", "spa", "Masculino", "------",
"spa-30-00802238-n", "riesgo", "2", "Aventura que se emprende sin considerar las pérdidas o daños posibles.", "n", "spa", "Masculino", "------",
"spa-30-00803617-n", "control", "4", "La actividad de administrar o ejercer el control sobre algo.", "n", "spa", "Masculino", "------",
"spa-30-00815173-n", "gobierno", "4", "El acto de guiar un barco.", "n", "spa", "NULL", "------",
"spa-30-00815320-n", "dirección", "13", "La acción de establecer y mantener un rumbo.", "n", "spa", "Femenino", "------",
"spa-30-00823750-n", "defensa", "3", "Protección ante daños.", "n", "spa", "Femenino", "------",
"spa-30-00830257-n", "uso", "5", "El acto de tener en tu persona como cubierta o adorno.", "n", "spa", "Masculino", "------",
"spa-30-00830448-n", "control", "10", "(fisiología) regulación o mantenimiento de una función o acción o reflejo, etc.", "n", "spa", "Masculino", "------",
"spa-30-00838098-n", "consumo", "1", "El proceso de introducir alimentos en el cuerpo a través de la boca (por ejemplo, al comer).", "n", "spa", "Masculino", "------",
"spa-30-00839597-n", "aire", "10", "Una reacción refleja que desprende el gas intestinal a través del ano.", "n", "spa", "NULL", "------",
"spa-30-00858188-n", "sueño", "8", "Suspensión del estado de conciencia y disminución en la tasa de metabolismo.", "n", "spa", "Masculino", "------",
"spa-30-00859001-n", "respuesta", "1", "Un proceso corporal ocurriendo debido al efecto de algún estímulo o agente anterior.", "n", "spa", "Femenino", "------",
"spa-30-00865600-n", "paso", "10", "Una reacción corporal de cambio desde un lugar o etapa a otra.", "n", "spa", "NULL", "------",
"spa-30-00873381-n", "construcción", "7", "Dibujo de una figura que satisface ciertas condiciones como parte de la resolución de un problema o de la comprobación de un teorema.", "n", "spa", "Femenino", "------",
"spa-30-00877127-n", "mirada", "1", "El acto de dirigir los ojos hacia algo y percibirlo visualmente.", "n", "spa", "Femenino", "------",
"spa-30-00878456-n", "mirada", "2", "Un mirado fijo con los ojos abiertos muy ampliamente.", "n", "spa", "Femenino", "------",
"spa-30-00878648-n", "mirada", "3", "Un largo mirado fijo.", "n", "spa", "Femenino", "------",
"spa-30-00883297-n", "educación", "1", "Las actividades de enseñanza o instrucción; las actividades que imparten conocimiento o habilidad.", "n", "spa", "Femenino", "------",
"spa-30-00884466-n", "clase", "4", "Educación impartida en una serie de clases o reuniones.", "n", "spa", "Femenino", "------",
"spa-30-00886456-n", "teatro", "6", "Participación en producciones teatrales como una actividad extracurricular.", "n", "spa", "Masculino", "------",
"spa-30-00887081-n", "educación", "2", "Profesión de un docente.", "n", "spa", "Femenino", "------",
"spa-30-00889472-n", "clase", "8", "Una unidad de enseñanza.", "n", "spa", "Femenino", "------",
